"","2","3","4","5","6","7","8","9","10","11","12","No. of Trees"
"X1",0.369887803112559,0.362287368802027,0.328628302569671,0.316684762938835,0.304017372421281,0.307998552298227,0.315960912052117,0.301845819761129,0.331161780673181,0.309084328628303,0.319218241042345,1
"X2",0.369511923334076,0.343283582089552,0.323080327506085,0.321625800751049,0.319573901464714,0.312096235241702,0.311902113459399,0.314909739246713,0.320142285460205,0.310237619364868,0.311985768289971,2
"X3",0.357066761363636,0.336838353234718,0.319843109288643,0.315462453399609,0.317866666666667,0.319622507122507,0.305664410402565,0.313459478757587,0.318996415770609,0.302451333813987,0.311210762331839,3
"X4",0.350500715307582,0.331584803687808,0.310579664238201,0.306742640075973,0.307850585628363,0.30631345177665,0.302733449202086,0.308937926655025,0.312807490874464,0.305795709253923,0.305117168818747,4
"X5",0.339614243323442,0.318599822011273,0.307281625389293,0.302549659057219,0.297620806856805,0.299895972655669,0.288954781319496,0.310370480583247,0.302170035671819,0.29487942840131,0.295718108831401,5
"X6",0.328300811850164,0.309887287772863,0.303310129279727,0.296970558953207,0.29894856493322,0.287653615318662,0.283539621567791,0.307944658393952,0.288398576512456,0.287038357336375,0.292307692307692,6
"X7",0.321205388140536,0.304481362557588,0.296393897364771,0.288218111002921,0.284563012366264,0.288515016685206,0.272160664819945,0.297916666666667,0.29217706013363,0.282916666666667,0.277121822475344,7
"X8",0.312406168964105,0.292458023671896,0.293788395904437,0.277861342814167,0.282149712092131,0.27637159666165,0.266894197952218,0.285284463894967,0.283622930633466,0.279232350925291,0.275277055684772,8
"X9",0.303641532421822,0.290805223068553,0.286043360433604,0.275857394604853,0.2745018300122,0.271790700826894,0.264717823792123,0.284494442938466,0.276405104534347,0.271631685849695,0.265944482058226,9
"X10",0.29464887451139,0.280794165316045,0.273780652115333,0.275950390940954,0.264420485175202,0.266109463467242,0.259254273791897,0.278324127711168,0.269474821115161,0.263547129218771,0.260875420875421,10
"X11",0.294804671768023,0.276904474002418,0.264626945786366,0.266004563145886,0.260641869209078,0.256506573651731,0.257070097842112,0.269473119721142,0.263278203576711,0.259403025030116,0.255202040542355,11
"X12",0.286345973469114,0.269658405894173,0.2638127090301,0.261085063630275,0.255994641661085,0.24782550515188,0.252810492505353,0.266354515050167,0.257774798927614,0.257650674863023,0.248760884125921,12
"X13",0.276299959898409,0.263573147900508,0.253841015364061,0.252875100294196,0.250300842358604,0.248396579369321,0.25120320855615,0.263896312132549,0.254552758435994,0.252170428743155,0.249297846729972,13
"X14",0.271901709401709,0.265224358974359,0.253370711520491,0.24622578490314,0.246026445839455,0.247763983446803,0.244824362227862,0.259209823812066,0.249933137202461,0.248531767218366,0.240545235867967,14
"X15",0.268116909115174,0.259244426645308,0.248298865910607,0.245628087037779,0.243560656612839,0.242860955431011,0.243795036028823,0.250967311541027,0.251769734205957,0.243499133217762,0.243625684154319,15
"X16",0.261240827218145,0.257371581054036,0.245731056563501,0.239823835579875,0.239861259338314,0.238825883922615,0.239530541477727,0.252867431315017,0.247065101387407,0.243232430990799,0.241894596397598,16
"X17",0.262673425827108,0.25890356142457,0.242965728763835,0.235929581221659,0.236062950120032,0.237860192102455,0.239397172579355,0.247466666666667,0.244130202774813,0.2388,0.238794023479189,17
"X18",0.2603360896239,0.255801547079221,0.238298439791972,0.232461989863964,0.237129901307015,0.233795678847693,0.236062950120032,0.2436,0.242363612111511,0.234666666666667,0.236133333333333,18
"X19",0.257100946792906,0.251000266737797,0.2372,0.229763968529137,0.22952787409976,0.230830777436992,0.234964661954927,0.239733333333333,0.238362011471255,0.231733333333333,0.232933333333333,19
